/BIC/ZVCH_STAT,TXTSH,TXTMD,TXTLG
81432,Р302КМ,РЗД 302 КМ,РАЗ'ЕЗД 302 КМ
81433,КИРГЛД,КИРГИЛЬДА,КИРГИЛЬДА
81434,Р303КМ,РЗД 303 КМ,РАЗ'ЕЗД 303 КМ
81435,ОП325К,ОП 325 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 325 КМ
81438,ОП48КМ,ОП 48 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 48 КМ
81439,ОП56КМ,ОП 56 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 56 КМ
81450,ОРСК-Э,ОРСК-Н Г-Э,ОРСК-НОВЫЙ ГОРОД-ЭКСПОРТ
81451,РЗД305,РЗД 305 КМ,РАЗ'ЕЗД 305 КМ
81452,ОП73КМ,ОП 73 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 73 КМ
81453,,ОП 20 КМ,ОСТ. ПУНКТ 20 КМ
81454,ОП18КМ,ОП 18 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 18 КМ
81455,ОП42КМ,ОП 42 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 42 КМ
81460,КИМПРС,КИМПЕРСАЙ,КИМПЕРСАЙ
81461,РЗД306,РЗД 306 КМ,РАЗ'ЕЗД 306 КМ
81468,ОП86КМ,ОП 86 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 86 КМ
81469,ОП93КМ,ОП 93 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 93 КМ
81471,ОП48КМ,ОП 48 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 48 КМ
81472,ОП62КМ,ОП 62 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 62 КМ
81473,ОП71КМ,ОП 71 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 71 КМ
81474,ОП86КМ,ОП 86 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 86 КМ
81475,АЩЕ-БТ,АЩЕ-БУТАК,АЩЕ-БУТАК
81476,ОП44КМ,ОП 44 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 44 КМ
81477,ОП83КМ,ОП 83 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 83 КМ
81478,ОП28КМ,ОП 28 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 28 КМ
81479,ОП32КМ,ОП 32 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 32 КМ
81480,ПРОФНТ,ПРОФИНТЕРН,ПРОФИНТЕРН
81481,ОП107К,ОП 107 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 107 КМ
81482,РАЗВДК,РАЗВЕДКА,РАЗВЕДКА
81483,ОП73КМ,ОП 73 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 73 КМ
81484,ОП56КМ,ОП 56 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 56 КМ
81485,ОП89КМ,ОП 89 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 89 КМ
81486,ОП101К,ОП 101 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 101 КМ
81487,ОП67КМ,ОП 67 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 67 КМ
81488,,ОП 141 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 141 КМ
81490,ГР.ЛЕН,ГОРНЫЙ ЛЕН,ГОРНЫЙ ЛЕН
81500,СОЮЗН,СОЮЗНАЯ,СОЮЗНАЯ
81501,ГОСТЕП,ГОСТПРИИМНАЯ,ГОСТЕПРИИМНАЯ
81502,ОП180К,ОП 180 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 180 КМ
81503,ОП187К,ОП 187 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 187 КМ
81507,ОП124К,ОП 124 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 124 КМ
81508,ОП151К,ОП 151 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 151 КМ
81509,ОП176К,ОП 176 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 176 КМ
81510,Р.КЛАД,РУДНЫЙ КЛАД,РУДНЫЙ КЛАД
81511,,ОП 191 КМ,ОСТ. ПУНКТ 191 КМ
81521,ОП356К,ОП 356 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 356 КМ
81522,ОП357К,ОП 357 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 357 КМ
81523,КУМАЦК,КУМАЦКАЯ,КУМАЦКАЯ
81530,НВОРСК,НОВООРСК,НОВООРСК
81531,ОП368К,ОП 368 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 368 КМ
81532,ОП369К,ОП 369 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 369 КМ
81541,ОП12КМ,ОП 12 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 12 КМ
81542,ОП24КМ,ОП 24 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 24 КМ
81543,ОП36КМ,ОП 36 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 36 КМ
81544,ИPИKЛ,ИРИКЛИНСКАЯ,ИРИКЛИНСКАЯ
81551,ОП382К,ОП 382 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 382 КМ
81552,ОП391К,ОП 391 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 391 КМ
81553,ОП399К,ОП 399 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 399 КМ
81554,ОБП216,ОБП 216 КМ,ОБГОННЫЙ ПУНКТ 216 КМ
81557,ОП379К,ОП 379 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 379 КМ
81559,ОП404К,ОП 404 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 404 КМ
81560,ТЕРЕНС,ТЕРЕНСАЙ,ТЕРЕНСАЙ
81561,ОП413К,ОП 413 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 413 КМ
81562,ОП419К,ОП 419 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 419 КМ
81563,ОП435К,ОП 435 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 435 КМ
81564,ОП412К,ОП 412 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 412 КМ
81565,ОП235К,ОП 235 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 235 КМ
81566,ОП410К,ОП 410 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 410 КМ
81567,ОП411К,ОП 411 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 411 КМ
81568,ОП416К,ОП 416 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 416 КМ
81569,ОП429К,ОП 429 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 429 КМ
81570,ШИЛЬДА,ШИЛЬДА,ШИЛЬДА
81571,ШИЛД-Н,ШИЛЬДА-НОВАЯ,ШИЛЬДА-НОВАЯ
81572,РЗД N2,РАЗ'ЕЗД N 2,РАЗ'ЕЗД N 2
81573,РЗД N4,РАЗ'ЕЗД N 4,РАЗ'ЕЗД N 4
81574,АДАМВК,АДАМОВКА,АДАМОВКА
81575,РЗД N7,РАЗ'ЕЗД N 7,РАЗ'ЕЗД N 7
81576,АНИХВК,АНИХОВКА,АНИХОВКА
81577,РЗДN10,РАЗ'ЕЗД N 10,РАЗ'ЕЗД N 10
81578,НВСОВХ,НВОСОВХОЗНАЯ,НОВОСОВХОЗНАЯ
81579,ОП455К,ОП 455 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 455 КМ
81580,АЙДЫРЛ,АЙДЫРЛЯ,АЙДЫРЛЯ
81581,ШИХАН,ШИХАН,ШИХАН
81582,ОП263К,ОП 263 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 263 КМ
81583,ОП253К,ОП 253 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 253 КМ
81584,ОП265К,ОП 265 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 265 КМ
81585,ОП458К,ОП 458 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 458 КМ
81587,ОП448К,ОП 448 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 448 КМ
81588,ОП451К,ОП 451 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 451 КМ
81590,БАЙТУК,БАЙТУК,БАЙТУК
81591,ЧУЛАКС,ЧУЛАКСАЙ,ЧУЛАКСАЙ
81592,НАСЛДН,НАСЛЕДНИЦКИЙ,НАСЛЕДНИЦКИЙ
81593,ОП248К,ОП 248 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 248 КМ
81594,ОП240К,ОП 240 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 240 КМ
81600,БРЕДЫ,БРЕДЫ,БРЕДЫ
81601,РАМЕЕВ,РАМЕЕВСКИЙ,РАМЕЕВСКИЙ
81602,КАМЫШЛ,КАМЫШЛЫ,КАМЫШЛЫ
81603,ОП176К,ОП 176 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 176 КМ
81604,ОП 182,ОП 182 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 182 КМ
81605,ОП195К,ОП 195 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 195 КМ
81606,ОП225К,ОП 225 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 225 КМ
81610,ГОГИНО,ГОГИНО,ГОГИНО
81611,КРАГАЙ,КАРАГАЙ,КАРАГАЙ
81612,ОП154К,ОП 154 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 154 КМ
81613,НЕПЛЮВ,НЕПЛЮЕВСКИЙ,НЕПЛЮЕВСКИЙ
81614,ОП143К,ОП 143 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 143 КМ
81615,ЗНОЙН,ЗНОЙНОЕ,ЗНОЙНОЕ
81616,ОП157К,ОП 157 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 157 КМ
81617,,КАРТАЛЫ-IV,КАРТАЛЫ-IV
81619,,КАРТАЛЫ-САИПС,КАРТАЛЫ САИПС
81620,КАРТЛ1,КАРТАЛЫ 1,КАРТАЛЫ 1
81621,КАРТЛ2,КАРТАЛЫ 2,КАРТАЛЫ 2
81622,ПОСТ Б,ПОСТ Б,ПОСТ Б
81623,ОП14КМ,ОП 14 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 14 КМ
81624,ЧЕГАЛК,ЧЕГАЛОК,ЧЕГАЛОК
81625,ОП36КМ,ОП 36 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 36 КМ
81626,АКСУ,АКСУ,АКСУ
81627,ОП48КМ,ОП 48 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 48 КМ
81628,ДП.КАР,ДЕПО КАРТАЛЫ,ДЕПО КАРТАЛЫ
81629,,КАРТАЛЫ ПСЧ-6,КАРТАЛЫ ПСЧ-6
81630,НТ-Э-Р,НИКТАУ-Э-РОС,НИКЕЛЬТАУ-ЭКСПОРТ (РОССИЯ
81631,,КАРТАЛЫ ПСЧ-10,КАРТАЛЫ ПСЧ-10
81640,ТБ-Э-Р,ТОБОЛ-ЭК-РОС,ТОБОЛ-ЭКСПОРТ(РОССИЯ)
81650,КРТЛ-Э,КАРТАЛЫ 1-ЭК,КАРТАЛЫ 1 - ЭКСПОРТ
81651,ОП18КМ,ОП 18 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 18 КМ
81652,ОП23КМ,ОП 23 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 23 КМ
81653,ОП29КМ,ОП 29 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 29 КМ
81654,ОП33КМ,ОП 33 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 33 КМ
81660,ЗААЯТС,ЗААЯТСКАЯ,ЗААЯТСКАЯ
81661,ОП76КМ,ОП 76 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 76 КМ
81662,ОП89КМ,ОП 89 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 89 КМ
81663,КАРАОБ,КАРАОБА,КАРАОБА
81667,ОП84КМ,ОП 84 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 84 КМ
81668,ОП85КМ,ОП 85 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 85 КМ
81669,ОП90КМ,ОП 90 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 90 КМ
81670,БАТАЛЫ,БАТАЛЫ,БАТАЛЫ
81671,ОП106К,ОП 106 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 106 КМ
81672,ОП115К,ОП 115 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 115 КМ
81673,ОП116К,ОП 116 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 116 КМ
81680,ТАРНВС,ТАРАНОВСКАЯ,ТАРАНОВСКАЯ
81681,ОП135К,ОП 135 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 135 КМ
81690,НАЧАЛН,НАЧАЛЬНОЕ,НАЧАЛЬНОЕ
81691,ПОВОРТ,ПОВОРОТ,ПОВОРОТ
81692,АННЕНС,АННЕНСК,АННЕНСК
81693,СИСТЕМ,СИСТЕМА,СИСТЕМА
81694,МОЧАГИ,МОЧАГИ,МОЧАГИ
81695,ОТДЫХ,ОТДЫХ,ОТДЫХ
81696,ОП20КМ,ОП 20 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 20 КМ
81697,ОП16КМ,ОП 16 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 16 КМ
81701,ЗАПАСН,ЗАПАСНОЕ,ЗАПАСНОЕ
81710,ДЖАБЫК,ДЖАБЫК,ДЖАБЫК
81711,СЕЗОНН,СЕЗОННОЕ,СЕЗОННОЕ
81712,РОДНИЧ,РОДНИЧКИ,РОДНИЧКИ
81713,ЧЕРНИГ,ЧЕРНИГОВСКИЙ,ЧЕРНИГОВСКИЙ
81720,СУБУТК,СУБУТАК,СУБУТАК
81721,СКЛЯР,СКЛЯР,СКЛЯР
81730,ГУМБЙК,ГУМБЕЙКА,ГУМБЕЙКА
81731,ПЫЛНОЕ,ПЫЛЬНОЕ,ПЫЛЬНОЕ
81740,БУРАНН,БУРАННАЯ,БУРАННАЯ
81741,ВХДНОЕ,ВХОДНОЕ,ВХОДНОЕ
81750,КУЙБАС,КУЙБАС,КУЙБАС
81751,ДП-МГН,ДЕПО-МАГНТГР,ДЕПО-МАГНИТОГОРСК
81760,МАГН-Г,МАГНИТОГ-ГР,МАГНИТОГОРСК-ГРУЗОВОЙ
81761,ОП 4КМ,ОП  4 КМ,ОСТАНОВОЧНЫЙ ПУНКТ  4 КМ
81762,РЗДN22,РАЗ'ЕЗД N 22,РАЗ'ЕЗД N 22
81763,ОП294К,ОП 294 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 294 КМ
81764,ОП 3КМ,ОП 3 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 3 КМ
81765,,МАГНИТОГОРСК ПСЧ-1,МАГНИТОГОРСК ПСЧ-1
81766,,МАГНИТОГОРСК ПСЧ-4,МАГНИТОГОРСК ПСЧ-4
81767,,МАГНИТОГОРСК-ПАРК-В,МАГНИТОГОРСК ПАРК В
81768,ОП308К,ОП 308 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 308 КМ
81769,ОП307К,ОП 307 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 307 КМ
81790,ЦЕМ.ЗВ,ЦЕМ.ЗАВОД,ЦЕМЕНТНЫЙ ЗАВОД
81791,МГНТ-П,МАГНИТОГ-ПАС,МАГНИТОГОРСК-ПАССАЖИРСКИЙ
81792,,ОП 22 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 22 КМ
81800,КР.БАШ,КР.БАШКИРИЯ,КРАСНАЯ БАШКИРИЯ
81801,ПЕЩЕРН,ПЕЩЕРНАЯ,ПЕЩЕРНАЯ
81802,ОП34КМ,ОП 34 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 34 КМ
81806,ОП33КМ,ОП 33 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 33 КМ
81807,ОП39КМ,ОП 39 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 39 КМ
81808,ОП46КМ,ОП 46 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 46 КМ
81809,ОП52КМ,ОП 52 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 52 КМ
81811,ОП63КМ,ОП 63 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 63 КМ
81812,С.ОЗЕР,СУХОЕ ОЗЕРО,СУХОЕ ОЗЕРО
81813,ОП70КМ,ОП 70 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 70 КМ
81820,АЛЬМУХ,АЛЬМУХАМЕДВО,АЛЬМУХАМЕДОВО
81821,ОП82КМ,ОП 82 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 82 КМ
81822,ОП93КМ,ОП 93 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 93 КМ
81823,ОП99КМ,ОП 99 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 99 КМ
81824,ОП86КМ,ОП 86 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 86 КМ
81825,ОП106К,ОП 106 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 106 КМ
81826,,ОП 97 КМ,ОСТ. ПУНКТ 97 КМ
81830,СИБАЙ,СИБАЙ,СИБАЙ
81840,СУПРЯК,СУПРЯК,СУПРЯК
81841,СМЕЛВС,СМЕЛОВСКАЯ,СМЕЛОВСКАЯ
81842,,ОП 270 КМ,ОСТ. ПУНКТ 270 КМ
81851,ОП25КМ,ОП 25 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 25 КМ
81852,ОП29КМ,ОП 29 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 29 КМ
81853,ТАШБЛТ,ТАШБУЛАТОВО,ТАШБУЛАТОВО
81854,ГОР.ВЗ,ГОРНЫЙ ВОЗДХ,ГОРНЫЙ ВОЗДУХ
81855,МУРАКВ,МУРАКАЕВО,МУРАКАЕВО
81856,НВАБЗК,НОВОАБЗАКОВО,НОВОАБЗАКОВО
81857,КОСМКТ,КОСМАКТЫ,КОСМАКТЫ
81858,УР-ТАУ,УРАЛ-ТАУ,УРАЛ-ТАУ
81859,ОП268К,ОП 268 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 268 КМ
81861,УКШУК,УКШУК,УКШУК
81862,ОП101К,ОП 101 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 101 КМ
81863,ОП103К,ОП 103 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 103 КМ
81864,ОП2327,ОП 2327 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2327 К
81865,ОП1330,ОП 1330 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 1330 К
81866,ОП2324,ОП 2324 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2324 К
81867,ОП262К,ОП 262 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 262 КМ
81868,ОП208К,ОП 208 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 208 КМ
81880,ЧЕРНИГ,ЧЕРНИГОВКА,ЧЕРНИГОВКА
81900,ТЮЛПАН,ТЮЛЬПАН,ТЮЛЬПАН
82000,ПЕТРПВ,ПЕТРОПАВЛВСК,ПЕТРОПАВЛОВСК
82001,БП 7КМ,БП 7 КМ,БЛОК-ПОСТ 7 КМ
82002,ОП131К,ОП 131 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 131 КМ
82003,ЗАТОН,ЗАТОН,ЗАТОН
82004,ОП2603,ОП 2603 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2603 К
82005,ОП2606,ОП 2606 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2606 К
82006,,ПЕТРОПАВЛОВСК-ЭЦ3,ПЕТРОПАВЛОВСК-ЭЦ3
82007,,ПЕТРОПАВЛОВСК-ЭЦ2,ПЕТРОПАВЛОВСК-ЭЦ2
82008,,ОП 2612 КМ,ОСТ. ПУНКТ 2612 КМ
82009,,ПЕТРОПАВЛОВСК-САИПС,ПЕТРОПАВЛОВСК-САИПС
82010,ПТ-Э-Р,ПЕТРОПАВ-Э-Р,ПЕТРОПАВЛОВСК-ЭКСПОРТ (РО
82011,,ПЕТРОПАВЛОВСК-ПСЧ-1,ПЕТРОПАВЛОВСК ПСЧ-1
82012,,ПЕТРОПАВЛОВСК-ПСЧ-2,ПЕТРОПАВЛОВСК ПСЧ-2
82446,,КУРГАН-ПСЧ-7,КУРГАН ПСЧ-7
82511,ОП2739,ОП 2739 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2739 К
82512,ЮНИНО,ЮНИНО,ЮНИНО
82513,ОП2726,ОП 2726 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2726 К
82514,ЗАРОСЛ,ЗАРОСЛОЕ,ЗАРОСЛОЕ
82515,ОП2758,ОП 2758 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2758 К
82516,КР-ГУГ,КАРА-ГУГА,КАРА-ГУГА
82520,БУЛАЕ1,БУЛАЕВО 1,БУЛАЕВО 1
82521,ОП2703,ОП 2703 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2703 К
82522,ОП2700,ОП 2700 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2700 К
82523,ОП2696,ОП 2696 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2696 К
82524,ГАНЬКН,ГАНЬКИНО,ГАНЬКИНО
82525,ОП2681,ОП 2681 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2681 К
82526,ОП2695,ОП 2695 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2695 К
82527,ОП2698,ОП 2698 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2698 К
82581,СВХ-ОЗ,СОВХОЗ-ОЗЕРН,СОВХОЗ-ОЗЕРНЫЙ
82591,ЯРМЫ,ЯРМЫ,ЯРМЫ
82592,,ОП 2664 КМ,ОСТ. ПУНКТ 2664 КМ
82601,ОП2651,ОП 2651 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2651 К
82602,ОП2648,ОП 2648 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2648 К
82603,АСАНВО,АСАНОВО,АСАНОВО
82604,ОП2632,ОП 2632 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2632 К
82605,ОП2629,ОП 2629 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2629 К
82606,ОП2636,ОП 2636 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2636 К
82607,ТОКУШИ,ТОКУШИ,ТОКУШИ
82608,КОН-СБ,КОНДРАТВ-СИБ,КОНДРАТОВКА-СИБИРСКАЯ
82609,,ОП 2639 КМ,ОСТ. ПУНКТ 2639 КМ
82611,ОП2586,ОП 2586 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2586 К
82612,ОП2591,ОП 2591 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2591 К
82620,МАМЛТК,МАМЛЮТКА,МАМЛЮТКА
82621,ОРЛЕН,ОРЛЕНОК,ОРЛЕНОК
82622,ОП2564,ОП 2564 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2564 К
82623,ОП2574,ОП 2574 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2574 К
82624,ОП2579,ОП 2579 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2579 К
82631,СОЧИНО,СОЧИНО,СОЧИНО
82632,ОП2541,ОП 2541 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2541 К
82633,ГОРБНВ,ГОРБУНОВО,ГОРБУНОВО
82639,ОП2543,ОП 2543 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2543 К
82640,ПЕТУХВ,ПЕТУХОВО,ПЕТУХОВО
82641,ОП2531,ОП 2531 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2531 К
82642,ВОРОСК,ВОРОКОСОВО,ВОРОКОСОВО
82643,ОП2523,ОП 2523 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2523 К
82650,ПЬЯНКВ,ПЬЯНКОВО,ПЬЯНКОВО
82651,ОП2512,ОП 2512 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2512 К
82652,ОБП18К,ОБП 18 КМ,ОБГОННЫЙ ПУНКТ 18 КМ
82653,ОП2508,ОП 2508 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2508 К
82654,ОП2498,ОП 2498 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2498 К
82655,,ОП 2493 КМ,ОСТ. ПУНКТ 2493 КМ
82658,,МАКУШИНО-ПСЧ-2,МАКУШИНО ПСЧ-2
82660,МАКУШН,МАКУШИНО,МАКУШИНО
82661,ОП2486,ОП 2486 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2486 К
82662,ОП2485,ОП 2485 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2485 К
82663,ОП2481,ОП 2481 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2481 К
82664,,ОП 2479 КМ,ОСТ. ПУНКТ 2479 КМ
82665,,ОП 2476 КМ,ОСТ. ПУНКТ 2476 КМ
82671,БАКСАР,БАКСАРЫ,БАКСАРЫ
82672,КОНОВЛ,КОНОВАЛОВО,КОНОВАЛОВО
82673,,ПП 2459 КМ,ПУТЕВОЙ ПОСТ 2459 КМ
82674,ОП2449,ОП 2449 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2449 К
82675,ОП2451,ОП 2451 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2451 К
82676,ОП2455,ОП 2455 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2455 К
82677,ОП2467,ОП 2467 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2467 К
82680,ЛЕБ-СБ,ЛЕБЯЖЬЯ-СИБР,ЛЕБЯЖЬЯ-СИБИРСКАЯ
82681,ОП2433,ОП 2433 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2433 К
82682,КРАВЦВ,КРАВЦЕВО,КРАВЦЕВО
82683,ОП2425,ОП 2425 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2425 К
82684,ЮРАХЛЫ,ЮРАХЛЫ,ЮРАХЛЫ
82685,ОП2404,ОП 2404 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2404 К
82686,,ПП 2417 КМ,ПУТЕВОЙ ПОСТ 2417 КМ
82687,ОП2412,ОП 2412 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2412 К
82688,ОП2422,ОП 2422 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2422 К
82690,ВАРГАШ,ВАРГАШИ,ВАРГАШИ
82691,РОЗА,РОЗА,РОЗА
82692,ОП2389,ОП 2389 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2389 К
82693,ОП2383,ОП 2383 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2383 К
82694,ОП2379,ОП 2379 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2379 К
82695,ОП2386,ОП 2386 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2386 К
82696,ОП2381,ОП 2381 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2381 К
82700,УТЯК,УТЯК,УТЯК
82701,ОП N 1,ОП N 1,ОСТАНОВОЧНЫЙ ПУНКТ N 1
82702,МАРКВО,МАРКОВО,МАРКОВО
82703,ОП19КМ,ОП 19 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 19 КМ
82704,ДУБРАВ,ДУБРАВА,ДУБРАВА
82705,ОП32КМ,ОП 32 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 32 КМ
82706,СУМКИ,СУМКИ,СУМКИ
82707,БАЙДАР,БАЙДАРЫ,БАЙДАРЫ
